web-scraper-order,web-scraper-start-url,selector_moutons,selector_moutons-href,nom,prix,adresse,image
"1737905936-96","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2291208","Mouton","325 000 CFA","Fass, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2291208_uploaded_image1_1592267568.jpg)"
"1737905942-97","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons ladoum","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2294312","Moutons ladoum","Prix sur demande","Fatick, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2294312_uploaded_image1_1592314481.jpg)"
"1737905950-98","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2295213","Mouton","180 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2295213_uploaded_image1_1592323847.jpg)"
"1737905956-99","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2299741","Mouton","350 000 CFA","Pikine, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2299741_uploaded_image1_1592394290.jpg)"
"1737905963-100","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2310054","Mouton","Prix sur demande","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2310054_uploaded_image1_1592523383.jpg)"
"1737905969-101","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2310325","Moutons","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2310325_uploaded_image1_1592531407.jpg)"
"1737905974-102","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton Ladoum Azawad","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-azawad-2311201","Mouton Ladoum Azawad","300 000 CFA","Saly, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2311201_uploaded_image1_1592555444.jpg)"
"1737905982-103","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2312899","Mouton","210 000 CFA","Saint Louis, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2312899_uploaded_image1_1592573143.jpg)"
"1737905987-104","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2313084","Mouton","350 000 CFA","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2313084_uploaded_image1_1592574864.jpg)"
"1737905994-105","https://sn.coinafrique.com/categorie/moutons?page=13","Beliers","https://sn.coinafrique.com/annonce/moutons/beliers-2316483","Beliers","200 000 CFA","Ouakam, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2316483_uploaded_image1_1592638591.jpg)"
"1737906001-106","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2318501","Moutons","Prix sur demande","Sénégal","background-image:url(https://images.coinafrique.com/thumb_2318501_uploaded_image1_1592664824.52.jpeg)"
"1737906007-107","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2319075","Moutons","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2319075_uploaded_image1_1592671942.jpg)"
"1737906015-108","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2320189","Mouton","175 000 CFA","Thiaroye Gare, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2320189_uploaded_image1_1592692347.jpg)"
"1737906021-109","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2320469","Mouton","150 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2320469_uploaded_image1_1592698701.jpg)"
"1737906030-110","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2322676","Moutons","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2322676_uploaded_image1_1592751337.jpg)"
"1737906039-111","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-2323480","Mouton ladoum pur sang","500 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2323480_uploaded_image1_1592763565.jpg)"
"1737906045-112","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2330451","Moutons","Prix sur demande","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2330451_uploaded_image1_1592870972.jpg)"
"1737906054-113","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2330536","Moutons","Prix sur demande","Dahra, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2330536_uploaded_image1_1592874155.jpg)"
"1737906075-114","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2333652","Moutons","Prix sur demande","Guédiawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2333652_uploaded_image1_1592921393.jpg)"
"1737906081-115","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2340505","Mouton","400 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2340505_uploaded_image1_1593018083.jpg)"
"1737906089-116","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2341347","Moutons","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2341347_uploaded_image1_1593029715.jpg)"
"1737906131-117","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2343029","Mouton Ladoum","400 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2343029_uploaded_image1_1593067082.jpg)"
"1737906139-118","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2343128","Mouton","500 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2343128_uploaded_image1_1593068401.jpg)"
"1737906145-119","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2343610","Mouton","900 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2343610_uploaded_image1_1593075307.jpg)"
"1737906150-120","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2343622","Moutons","900 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2343622_uploaded_image1_1593075497.jpg)"
"1737906158-121","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2343854","Mouton","130 000 CFA","Keur Massar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2343854_uploaded_image1_1593078209.jpg)"
"1737906164-122","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons ladoum","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2346577","Moutons ladoum","500 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2346577_uploaded_image1_1593109872.jpg)"
"1737906171-123","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2347625","Mouton Ladoum","260 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2347625_uploaded_image1_1593126448.jpg)"
"1737906177-124","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton Tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-2347636","Mouton Tabaski","105 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2347636_uploaded_image1_1593126583.jpg)"
"1737906182-125","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2356216","Moutons","100 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2356216_uploaded_image1_1593266648.jpg)"
"1737906192-126","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2358295","Moutons","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2358295_uploaded_image1_1593301478.jpg)"
"1737906198-127","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2360191","Mouton","320 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2360191_uploaded_image1_1593349880.jpg)"
"1737906205-128","https://sn.coinafrique.com/categorie/moutons?page=13","Montons","https://sn.coinafrique.com/annonce/moutons/montons-2360205","Montons","320 000 CFA","Matam, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2360205_uploaded_image1_1593350059.jpg)"
"1737906212-129","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2360219","Mouton","290 000 CFA","Hann Bel-Air, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2360219_uploaded_image1_1593350165.jpg)"
"1737906219-130","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2360812","Mouton","Prix sur demande","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2360812_uploaded_image1_1593358892.jpg)"
"1737906225-131","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton Talabir","https://sn.coinafrique.com/annonce/moutons/mouton-talabir-2360951","Mouton Talabir","300 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2360951_uploaded_image1_1593360911.jpg)"
"1737906231-132","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2361263","Moutons","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2361263_uploaded_image1_1593365423.jpg)"
"1737906239-133","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2364058","Mouton","200 000 CFA","Bambey, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2364058_uploaded_image1_1593421937.jpg)"
"1737906245-134","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton Tabaski","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-2366290","Mouton Tabaski","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2366290_uploaded_image1_1593444467.jpg)"
"1737906253-135","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2366436","Moutons","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2366436_uploaded_image1_1593446249.jpg)"
"1737906259-136","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2367358","Moutons","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2367358_uploaded_image1_1593457410.jpg)"
"1737906267-137","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2367672","Moutons","450 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2367672_uploaded_image1_1593463455.jpg)"
"1737906273-138","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2367786","Moutons","Prix sur demande","Louga, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2367786_uploaded_image1_1593464943.jpg)"
"1737906279-139","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2368271","Moutons","180 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2368271_uploaded_image1_1593472345.jpg)"
"1737906286-140","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2368679","Mouton","Prix sur demande","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2368679_uploaded_image1_1593481971.jpg)"
"1737906292-141","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2371401","Mouton","500 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2371401_uploaded_image1_1593528506.jpg)"
"1737906299-142","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-2371774","Mouton","160 000 CFA","Thies, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2371774_uploaded_image1_1593533767.jpg)"
"1737906307-143","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2372092","Moutons","180 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2372092_uploaded_image1_1593537362.jpg)"
"1737906315-144","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons ladoum","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2372466","Moutons ladoum","500 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2372466_uploaded_image1_1593543560.jpg)"
"1737906322-145","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons Ladoum","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2373396","Moutons Ladoum","350 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2373396_uploaded_image1_1593557207.jpg)"
"1737906330-146","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton ladoume","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-2373403","Mouton ladoume","350 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2373403_uploaded_image1_1593557450.jpg)"
"1737906350-147","https://sn.coinafrique.com/categorie/moutons?page=13","Mouton race","https://sn.coinafrique.com/annonce/moutons/mouton-race-2375388","Mouton race","250 000 CFA","Cambérène, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2375388_uploaded_image2_1593600920.jpeg)"
"1737906355-148","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2375630","Moutons","160 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2375630_uploaded_image1_1593603101.jpg)"
"1737906362-149","https://sn.coinafrique.com/categorie/moutons?page=13","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-2377360","Moutons","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2377360_uploaded_image1_1593623328.jpg)"
